fcode	fsubgrp	fname	bunit	diarym	unitfo	dilfac	maxw	nut1	nut2	nut3	nut4	nut5	nut6	nut7	nut8	nut9	nut10	nut11	nut12	nut13	nut14	nut15	nut16	nut17	nut18	nut19	nut20	nut21	nut22	nut23	nut24	nut25	nut26	nut27	nut28	nut29	nut30	nut31	nut32	nut33	nut34	nut35	nut36	nut37	nut38	nut39	nut40	nut41	nut42	nut43	nut44	nut45	nut46	nut47	nut48	nut49	nut50	nut51	nut52	nut53	nut54	nut55
74	1R	DUMPLINGS MADE W	100	1	Grams	1	200	60.54	.46	24.02	1.12	208.23	871.05	2.77	11.68	24.48	0	405.36	44.62	52.07	6.43	117.4	.58	.04	.2	457.83	3.86	6.78	9.52	0	.06	0	1.05	0	.25	.05	0	3.18	.06	.28	6.3	4.22	.06	.36	0	10.69	.14	.1	.14	0	.07	0	.96	.17	9.52	0	0	0	.58	0	.46	.48
75	9A	RICE, MILK,SUGAR	100	1	Grams	1	310	68.21	13.33	7.02	.17	164.64	689.71	3.77	8.1	20.35	0	93.99	151.6	117.74	12.34	102.29	.15	.02	.51	160.78	25.27	92.81	42.72	.06	.02	.15	.65	.8	.19	.11	.39	5.25	.29	2.16	5.18	1.85	.06	.13	.37	25.64	0	8.48	0	4.84	0	0	.03	.06	42.72	0	0	0	.14	8.48	4.84	.59
76	1B	EGG FRIED RICE	100	1	Grams	1	300	58.39	0	20.93	.56	253.92	1056.86	3.82	17.81	20.93	0	175.64	50.83	11.08	5.29	60.38	.48	.05	.58	262.21	15.04	34.52	0	.31	.02	.07	1.25	0	3.63	.08	.45	8.48	.41	4.34	1.97	8.34	1.25	4.84	.18	70.5	0	0	0	0	0	0	.14	.21	0	0	0	0	.48	0	0	.62
77	1R	MILLET DRY	100	1	GRAMS	1	1	12.1	1.1	69.6	3.2	343	1456	10.6	3.9	70.7	0	3	430	20	170	311	6.8	.85	1.8	15	2.5	0	0	0	.73	.38	2.3	0	1.4	.8	0	42	1.2	5	.99	.93	.13	1.77	0	0	0	.8	0	0	0	.3	1.9	1.63	0	0	0	0	6.8	0	1.1	1.85
101	8R	ALL-BRAN LOAF	100	1	Grams	1	190	26.73	43.74	14.76	6.68	256.58	1090.9	4.97	1.9	58.51	0	154.67	496.59	83.16	47.45	172.81	2.34	.27	1.29	241.96	8.56	14.65	9.1	.3	.2	.2	2.96	.33	.58	.32	.19	24.88	.38	5.51	.83	.36	.06	.35	.05	3.98	11.04	20.08	10.91	1.36	.32	0	4.54	.47	9.1	0	0	0	2.32	30.8	12.93	.8
102	4R	BREAD BROWN	100	1	GRAMS	1	160	39.5	3	41.3	5.9	218	927	8.5	2	44.3	0	540	170	100	53	150	2.2	.16	1.1	890	5.5	0	0	0	.27	.09	4.2	0	0	.1	0	40	.3	3	.55	.44	.05	.79	.05	0	2.3	.7	0	0	0	0	3.5	1.2	0	0	0	0	2.2	0	3	1.49
103	4R	BR. BREAD FRIED	100	1	Grams	1	160	27.65	2.1	28.91	4.13	422.3	1757.7	5.95	31.37	31.01	0	378	119	70	37.1	105	1.54	.11	.77	623	7.15	0	0	0	.18	.06	2.94	0	6.66	.07	0	28	.21	2.1	3.08	14.85	2.4	9.19	.36	0	1.61	.49	0	0	0	0	2.45	.84	0	0	0	0	1.54	0	2.1	1.04
104	4R	BROWN BREAD FRIE	100	1	Grams	1	160	27.65	2.1	28.91	4.13	421.1	1756.8	5.98	31.37	31.01	0	378.3	120.5	70.9	37.1	105	1.54	.11	.77	623	7.15	0	0	0	.18	.06	2.94	0	10.62	.07	0	28	.21	2.1	4.19	7.29	.68	17.46	.03	0	1.61	.49	0	0	0	0	2.45	.84	0	0	0	0	1.54	0	2.1	1.04
105	4R	BROWN BREAD FRIE	100	1	Grams	1	160	27.95	2.1	28.91	4.13	419.9	1747.8	5.95	31.1	31.01	0	379.5	120.2	70.3	37.1	108.9	1.6	.13	.77	623.6	5.65	0	0	0	.18	.06	2.94	0	.09	.07	0	28	.21	2.1	16.11	11.97	.23	1.09	.03	18	1.61	.49	0	0	0	0	2.45	.84	0	0	0	0	1.6	0	2.1	1.04
106	4R	BROWN BREAD FRIE	100	1	Grams	1	160	27.95	2.1	28.91	4.13	419.9	1747.8	5.95	31.1	31.01	0	378.6	119.3	70.3	37.4	105.9	1.57	.11	.77	624.2	5.65	0	0	0	.18	.06	2.94	0	.66	.07	0	28	.21	2.1	12.5	13.32	.21	3.04	.03	21	1.61	.49	0	0	0	0	2.45	.84	0	0	0	0	1.57	0	2.1	1.04
107	4R	BREAD BROWN TOAS	100	1	GRAMS	1	160	24.4	4.5	52.1	7.1	272	1158	10.4	2.1	56.5	0	690	210	140	62	180	2.7	.15	1.3	1170	7	0	0	0	.26	.12	5.2	0	0	.1	0	44	.4	4	.58	.47	.05	.83	.05	0	3.5	1	0	0	0	0	4.5	1.3	0	0	0	0	2.7	0	4.5	1.82
108	8R	BREAD CURRANT	100	1	GRAMS	1	190	29.4	14.4	36.3	3.8	289	1220	7.5	7.6	50.7	0	290	220	86	26	93	1.6	.32	.7	480	29	0	0	0	.19	.09	3	0	0	.1	0	19	.3	1	1.86	1.02	.2	2.75	.11	12	6.3	0	6.7	.2	1.2	0	1.6	.43	0	0	0	0	1.6	6.5	7.9	1.31
109	8R	BREAD CURRANT TO	100	1	GRAMS	1	190	25.9	16.1	40.7	4.2	323	1366	8.4	8.5	56.8	0	330	250	96	29	100	1.8	.36	.8	540	33	0	0	0	.16	.1	3.4	0	0	.1	0	21	.3	1	2.1	1.15	.21	3.1	.13	13	7	0	7.5	.2	1.4	0	1.9	.48	0	0	0	0	1.8	7.3	8.8	1.47
110	4R	BREAD HOVIS	100	1	GRAMS	1	160	40.3	1.8	39.7	5.1	212	899	9.5	2	41.5	0	600	200	120	56	190	3.7	.24	2.1	900	22	0	0	0	.8	.09	6.1	0	.6	.1	0	39	.3	2	.48	.43	.09	.83	.05	0	1.4	.4	0	0	0	0	3.3	1.9	0	0	0	0	3.7	0	1.8	1.66
111	4R	BREAD HOVIS TOAS	100	1	GRAMS	1	160	23.5	2.3	50.9	6.5	271	1151	12.1	2.6	53.2	0	770	250	150	72	240	4.7	.31	2.7	1150	28	0	0	0	.87	.12	8	0	.7	.1	0	50	.4	3	.62	.55	.11	1.07	.07	0	1.8	.5	0	0	0	0	4.2	2.4	0	0	0	0	4.7	0	2.3	2.12
112	4R	BREAD GRANARY	100	1	GRAMS	1	160	35.4	2.2	44.1	6.5	235	999	9.3	2.7	46.3	0	580	190	77	59	180	2.7	.18	1.5	930	5	0	0	0	.3	.11	4.9	0	.2	.17	0	90	.6	6	.73	.73	.09	.92	.08	0	1.7	.5	0	0	0	0	4.3	1.4	0	0	0	0	2.7	0	2.2	1.63
113	4R	BREAD GRANARY TO	100	1	GRAMS	1	160	25.8	2.5	50.7	7.5	270	1146	10.7	3.1	53.2	0	670	219	89	68	207	3.1	.21	1.7	1070	6	0	0	0	.23	.13	5.6	0	.2	.2	0	104	.7	7	.84	.84	.1	1.06	.09	0	1.9	.6	0	0	0	0	4.9	1.61	0	0	0	0	3.1	0	2.5	1.87
114	4R	BREAD RYE	100	1	GRAMS	1	160	37.4	1.8	44	5.8	219	932	8.3	1.7	45.8	0	580	190	80	48	160	2.5	.18	1.3	1410	9	0	0	0	.29	.05	4	0	1.2	.1	0	24	.5	6	.41	.36	.06	.72	.04	0	.2	.3	.2	0	1.1	0	4.4	1	0	0	0	0	2.5	0	1.8	1.42
115	4R	BREAD RYE TOASTE	100	1	GRAMS	1	160	47.5	2.1	50.6	6.7	254	1079	9.5	2	52.7	0	670	219	92	55	184	2.88	.21	1.5	1622	10	0	0	0	.23	.06	4.6	0	1.4	.1	0	28	.5	7	.47	.41	.07	.83	.05	0	.2	.4	.2	0	1.3	0	5.1	1.15	0	0	0	0	2.9	0	2.1	1.62
116	2R	BREAD PITTA WHIT	100	1	GRAMS	1	160	32.7	2.4	55.5	3.9	265	1127	9.2	1.2	57.9	0	520	110	91	24	92	1.7	.21	.6	830	6	0	0	0	.24	.05	3.3	0	0	.1	0	21	.3	1	.37	.3	.03	.47	.03	0	1.9	.5	0	0	0	0	2.2	.44	0	0	0	0	1.7	0	2.4	1.61
117	3R	BREAD PITTA WHOL	100	1	GRAMS	1	160	32.7	2.4	55.5	9	265	1127	9.2	1.2	57.9	0	460	110	48	24	92	2.7	.21	1.8	830	5	0	0	0	.24	.05	3.3	0	.2	.1	0	21	.6	6	.33	.3	.04	.44	.03	0	1.9	.5	0	0	0	0	5.2	.44	0	0	0	0	2.7	0	2.4	1.57
118	4R	BREAD VIT-BE	100	1	GRAMS	1	160	37.5	3	40.4	5.8	229	974	9.7	3.1	43.4	0	550	180	150	52	170	2.1	.18	1.7	950	22	0	0	0	.23	.1	3.7	0	.6	.2	0	53	.3	2	.87	.7	.13	1.15	.08	0	2.3	.7	0	0	0	0	3.3	1.7	0	0	0	0	2.1	0	3	1.7
119	4R	VITBE BREAD TOAS	100	1	Grams	1	160	19.87	3.84	51.79	7.43	293.58	1248.71	12.43	3.97	55.64	0	705.12	230.76	192.3	66.66	217.94	2.69	.23	2.17	1217.94	28.2	0	0	0	.25	.12	4.74	0	.76	.25	0	67.94	.38	2.56	1.11	.89	.16	1.47	.1	0	2.94	.89	0	0	0	0	4.23	2.17	0	0	0	0	2.69	0	3.84	2.18
120	2R	BREAD WHITE SLIC	100	1	GRAMS	1	160	40.4	3	43.8	3.7	221	926	7.6	1.3	46.8	0	530	99	100	20	79	1.4	.13	.5	830	6	0	0	0	.2	.05	3.1	0	0	.1	0	17	.3	1	.37	.3	.03	.47	.03	0	2.3	.7	0	0	0	0	1.5	.41	0	0	0	0	1.4	0	3	1.33
121	2R	BREAD WHITE CRUS	100	1	GRAMS	1	160	35.6	2.9	47.5	4.1	243	1031	8.8	2	50.5	0	530	110	110	26	91	1.8	.14	.7	790	6	0	0	0	.23	.07	3.6	0	0	.1	0	28	.3	1	.6	.49	.05	.69	.06	0	2.3	.6	0	0	0	0	1.5	.47	0	0	0	0	1.8	0	2.9	1.54
122	2R	BREAD WHITE ANY	100	1	GRAMS	1	160	7.4	3.1	45.3	3.8	503	2102	7.9	32.2	48.5	0	550	100	100	21	82	1.5	.14	.5	860	7	0	0	0	.15	.04	3.1	0	0	.1	0	9	.2	1	3.15	15.35	2.48	9.37	.37	0	2.4	.7	0	0	0	0	1.6	.42	0	0	0	0	1.5	0	3.1	1.38
123	2R	BREAD WHITE FRIE	100	1	Grams	1	160	26.6	2.06	31.95	2.73	430.9	1792.85	5.77	31.12	34.05	0	371.3	74.65	74.4	16.1	59.5	1.12	.09	.42	567	7.5	0	0	0	.15	.04	2.34	0	10.62	.07	0	15.75	.21	.7	4.14	7.26	.68	17.31	.03	0	1.61	.45	0	0	0	0	1.05	.3	0	0	0	0	1.12	0	2.06	1.01
124	2R	BREAD WHITE FRIE	100	1	Grams	1	160	26.9	2.06	31.95	2.73	429.7	1783.85	5.74	30.85	34.05	0	372.5	74.35	73.8	16.1	63.4	1.18	.11	.42	567.6	6	0	0	0	.15	.04	2.34	0	.09	.07	0	15.75	.21	.7	16.06	11.94	.22	.94	.03	18	1.61	.45	0	0	0	0	1.05	.3	0	0	0	0	1.18	0	2.06	1
125	2R	BREAD WHITE FRIE	100	1	Grams	1	160	26.9	2.06	31.95	2.73	429.7	1783.85	5.74	30.85	34.05	0	371.6	73.45	73.8	16.4	60.4	1.15	.1	.42	568.2	6	0	0	0	.15	.04	2.34	0	.66	.07	0	15.75	.21	.7	12.45	13.29	.2	2.89	.03	21	1.61	.45	0	0	0	0	1.05	.3	0	0	0	0	1.15	0	2.06	1
126	2R	BREAD WHITE TOAS	100	1	GRAMS	1	160	27.3	3.7	53.4	4.5	265	1129	9.3	1.6	57.1	0	650	120	120	24	96	1.7	.16	.6	1010	7	0	0	0	.21	.06	4.7	0	0	.1	0	21	.4	1	.46	.37	.03	.58	.03	0	2.9	.8	0	0	0	0	1.8	.5	0	0	0	0	1.7	0	3.7	1.63
127	2R	BREAD WHITE FREN	100	1	GRAMS	1	160	29.2	1.9	53.5	5.1	270	1149	9.6	2.7	55.4	0	570	130	130	28	110	2.1	.16	.7	870	6	0	0	0	.19	.07	3.3	0	0	.1	0	24	.3	1	.83	.69	.07	.88	.08	0	1.5	.4	0	0	0	0	1.5	.51	0	0	0	0	2.1	0	1.9	1.68
128	2R	MILK BREAD	100	1	Grams	1	160	35.11	2.77	44.55	2.46	288.34	1216.78	8.6	8.48	47.33	0	451.93	156.55	130.11	25.92	123.4	1.51	.17	.83	728.05	16.7	65.2	80.91	.6	.2	.13	3.23	.3	.49	.11	.15	57.89	.36	3.62	3.69	2.37	.02	.74	1	26.78	.36	.18	.3	1.93	0	0	2.09	.42	80.91	0	0	0	1.51	0	2.77	1.47
129	2R	BREAD WHITE SLIM	100	1	GRAMS	1	160	35.3	2.1	48.8	3.9	247	1052	9.2	2.2	50.9	0	560	110	130	21	93	1.7	.14	.6	950	6	0	0	0	.31	.07	3.4	0	0	.1	0	42	.3	1	.63	.48	.08	.85	.05	0	1.6	.5	0	0	0	0	1.8	.42	0	0	0	0	1.7	0	2.1	1.61
130	2R	BREAD WHITE SCOT	100	1	GRAMS	1	160	37.7	2.6	47.3	3.9	232	991	8.7	1.2	49.9	0	700	96	115	25	90	1.8	.18	.6	1175	6	0	0	0	.2	.04	3	0	0	.1	0	21	.3	1	.25	.25	.05	.55	.03	0	2	.6	0	0	0	0	1.5	.48	0	0	0	0	1.8	0	2.6	1.52
131	2R	BREAD WHITE SODA	100	1	GRAMS	1	160	36	2.9	51.7	2.4	258	1095	7.7	2.5	54.6	0	420	250	140	20	110	1.4	.1	.6	500	16	20	8	.01	.17	.08	2.7	0	.2	.1	0	9	.3	.1	.71	.57	.06	.91	.06	6	.3	.2	.3	1.9	.1	0	2.1	.41	8	0	0	0	1.4	0	2.9	1.35
132	2R	BREAD WHITE VIEN	100	1	GRAMS	1	160	32.6	1.7	50.5	4.1	263	1115	9.3	3.3	52.2	0	540	120	110	31	110	2.4	.18	.8	890	6	0	0	0	.27	.08	3.5	0	0	.1	0	21	.3	1	1.08	.95	.06	.92	.11	0	1.3	.4	0	0	0	0	1.5	.52	0	0	0	0	2.4	0	1.7	1.63
133	3R	BREAD WHOLEMEAL	100	1	GRAMS	1	160	38.3	1.8	39.8	7.4	215	914	9	2.5	41.6	0	550	230	54	76	200	2.7	.26	1.8	880	0	0	0	0	.34	.09	5.9	0	.2	.1	0	39	.6	6	.7	.62	.08	.91	.07	0	1.4	.4	0	0	0	0	5.8	1.9	0	0	0	0	2.7	0	1.8	1.54
134	3R	WHO. BREAD FRIED	100	1	Grams	1	160	26.81	1.26	27.86	5.18	420.2	1748.6	6.3	31.72	29.12	0	385	161	37.8	53.2	140	1.89	.18	1.26	616	3.3	0	0	0	.23	.06	4.13	0	6.8	.07	0	27.3	.42	4.2	3.19	14.98	2.42	9.27	.37	0	.98	.28	0	0	0	0	4.06	1.33	0	0	0	0	1.89	0	1.26	1.08
135	3R	WHO. BREAD FRIED	100	1	Grams	1	160	26.81	1.26	27.86	5.18	419	1747.7	6.33	31.72	29.12	0	385.3	162.5	38.7	53.2	140	1.89	.18	1.26	616	3.3	0	0	0	.23	.06	4.13	0	10.76	.07	0	27.3	.42	4.2	4.3	7.42	.71	17.54	.04	0	.98	.28	0	0	0	0	4.06	1.33	0	0	0	0	1.89	0	1.26	1.08
136	3R	WHO. BREAD FRIED	100	1	Grams	1	160	27.11	1.26	27.86	5.18	417.8	1738.7	6.3	31.45	29.12	0	386.5	162.2	38.1	53.2	143.9	1.95	.2	1.26	616.6	1.8	0	0	0	.23	.06	4.13	0	.23	.07	0	27.3	.42	4.2	16.21	12.1	.25	1.17	.04	18	.98	.28	0	0	0	0	4.06	1.33	0	0	0	0	1.95	0	1.26	1.08
137	3R	BREAD WHOLEMEAL	100	1	Grams	1	160	27.11	1.26	27.86	5.18	417.8	1738.7	6.3	31.45	29.12	0	385.6	161.3	38.1	53.5	140.9	1.92	.18	1.26	617.2	1.8	0	0	0	.23	.06	4.13	0	.8	.07	0	27.3	.42	4.2	12.61	13.45	.23	3.12	.04	21	.98	.28	0	0	0	0	4.06	1.33	0	0	0	0	1.92	0	1.26	1.08
138	3R	BREAD WHOLEMEAL	100	1	GRAMS	1	160	27.8	2.1	46.6	8.7	252	1070	10.8	2.9	48.7	0	640	270	63	89	230	3.2	.3	2.1	1030	0	0	0	0	.34	.1	6.9	0	.2	.1	0	46	.7	7	.82	.72	.09	1.05	.08	0	1.6	.5	0	0	0	0	5.9	2.2	0	0	0	0	3.2	0	2.1	1.85
139	2R	BREADCUMBS WHITE	100	1	GRAMS	1	50	9.7	2.6	74.9	5.6	354	1508	11.6	1.9	77.5	0	760	150	130	34	120	2.8	.2	.7	1140	7	0	0	0	.2	.05	4.2	0	0	.1	0	25	.3	1	.56	.45	.05	.71	.05	0	2	.6	0	0	0	0	2.2	.6	0	0	0	0	2.8	0	2.6	2.03
140	2R	BREADCRUMBS SHOP	100	1	GRAMS	1	50	6.8	5	73.5	5.3	354	1508	10.1	2.1	78.5	0	400	190	110	28	130	2.1	.3	1	700	7	0	0	0	.54	.08	3.9	0	0	.1	0	19	.4	1	.6	.49	.04	.76	.04	0	.2	.3	.5	0	3.9	0	2.2	.8	0	0	0	0	2.1	0	5	1.77
141	3R	CHAPATIS BRO. IN	100	1	Grams	1	160	40.79	1.71	37.91	5.53	286.84	1206.26	6.17	12.61	39.62	0	21.21	150.93	46.24	37.1	134.43	1.84	.17	1.12	39.38	9.93	81	60	.22	.09	.01	3.32	0	.58	.15	0	7.79	.15	1.61	8.01	2.58	.12	.45	.53	33.6	.48	.69	.48	0	0	0	3.44	1.07	60	0	0	0	1.84	0	1.71	1.08
142	3R	CHAPATIS BRO. IN	100	1	Grams	1	160	40.77	1.71	37.91	5.53	286.48	1204.46	6.17	12.57	39.62	0	21.09	150.69	46.24	37.1	134.43	1.82	.19	1.12	36.02	6.69	0	0	0	.09	.01	3.32	0	1.42	.15	0	7.79	.15	1.61	5.59	4.19	.04	1.33	.12	0	.48	.69	.48	0	0	0	3.44	1.07	0	0	0	0	1.82	0	1.71	1.08
143	3R	CHAPATI BROWN NO	100	1	Grams	1	160	46.34	1.95	43.08	6.29	203.5	867.16	7.02	.73	45.03	0	23.83	171.11	52.55	42.16	152.77	2.07	.2	1.28	40.94	6.11	0	0	0	.11	.02	3.78	0	.22	.18	0	8.86	.18	1.83	.11	.08	.02	.34	0	0	.55	.79	.55	0	0	0	3.91	1.22	0	0	0	0	2.07	0	1.95	1.23
144	2R	CHAPATIS WHI. IN	100	1	Grams	1	160	40.31	1.4	37.04	5.63	285.52	1199.96	6.42	12.85	38.45	0	105.84	132.36	52.8	32.56	105.6	1.87	.17	.88	205.76	9.84	81	60	.22	.2	.03	2.64	0	.39	.17	0	12.32	.17	1.76	8.03	2.6	.13	.52	.53	33.6	1.05	.35	0	0	0	0	2.9	1.09	60	0	0	0	1.87	0	1.4	1.12
145	2R	CHAPATIS WHI.IN	100	1	Grams	1	160	40.3	1.4	37.04	5.63	285.16	1198.16	6.42	12.8	38.45	0	105.72	132.12	52.8	32.56	105.6	1.84	.19	.88	202.4	6.6	0	0	0	.2	.03	2.64	0	1.23	.17	0	12.32	.17	1.76	5.61	4.22	.05	1.4	.12	0	1.05	.35	0	0	0	0	2.9	1.09	0	0	0	0	1.84	0	1.4	1.12
146	2R	CHAPATI WHITE MA	100	1	GRAMS	1	160	45.8	1.6	42.1	6.4	202	860	7.3	1	43.7	0	120	150	60	37	120	2.1	.2	1	230	6	0	0	0	.23	.04	3	0	0	.2	0	14	.2	2	.13	.11	.03	.42	0	0	1.2	.4	0	0	0	0	3.3	1.24	0	0	0	0	2.1	0	1.6	1.28
147	4R	CRUMPETS PIKELET	100	1	GRAMS	1	160	52.4	1.7	36.9	2.6	177	753	6	.9	38.6	0	720	83	110	16	160	1	.18	.5	870	1	0	0	0	.14	.04	2.4	0	.2	.1	0	9	.3	4	.26	.21	.02	.32	.02	0	.1	.1	.2	0	1.3	0	1.8	.3	0	0	0	0	1	0	1.7	1.05
148	4R	CRUMPETS PIKELET	100	1	GRAMS	1	160	46.5	1.9	41.5	2.9	199	846	6.7	1	43.4	0	810	93	120	18	180	1.1	.2	.6	980	1	0	0	0	.17	.03	2.4	0	.2	.1	0	9	.3	4	.3	.24	.02	.15	.02	0	.1	.1	.2	0	1.5	0	2	.3	0	0	0	0	1.1	0	1.9	1.17
149	8R	MALT LOAF	100	1	GRAMS	1	100	25.8	26.1	30.7	6.5	268	1139	8.3	2.4	56.8	0	280	280	110	45	160	2.8	.26	1.1	260	27	0	0	0	.45	.13	4.5	0	0	.1	0	30	.3	1	.59	.32	.06	.87	.03	1	6.1	.3	5.8	.4	13.5	0	3.5	.8	0	0	0	0	2.8	18.2	7.9	1.45
150	8R	MALT LOAF TOASTE	100	1	GRAMS	1	100	18.8	30	35.2	7.5	308	1310	9.5	2.8	65.3	0	322	322	127	52	184	3.22	.3	1.3	300	31	0	0	0	.34	.15	5.2	0	0	.1	0	35	.3	1	.68	.37	.07	1	.03	1	7	.3	6.7	.5	15.5	0	4.2	.92	0	0	0	0	3.2	21.2	8.8	1.66
151	4R	MUFFINS PLAIN EN	100	1	Grams	1	160	40.41	2.82	40.21	2.18	261.4	1103.85	9.04	7.11	43.03	0	430.25	158.94	130.54	24.9	133.19	1.5	.15	.87	687.98	20.95	66.23	52.82	.53	.18	.15	3.2	.33	.43	.11	.38	46.52	.45	4.82	2.98	2	.03	.69	.65	53.96	.32	.16	.27	2.06	0	0	1.85	.38	52.82	0	0	0	1.5	0	2.82	1.53
152	4R	MUFFINS TOASTED	100	1	Grams	1	160	33.78	3.13	44.67	2.42	290.44	1226.5	10.04	7.9	47.81	0	478.05	176.6	145.04	27.66	147.98	1.66	.16	.96	764.42	23.27	73.58	58.68	.58	.17	.16	3.55	.36	.47	.12	.42	51.68	.5	5.35	3.31	2.22	.03	.76	.72	59.95	.35	.17	.3	2.28	0	0	2.05	.42	58.68	0	0	0	1.66	0	3.13	1.7
153	1R	PAPADUMS GRILLED	100	1	GRAMS	1	200	2.3333	0	51.1111	13.2222	302.2222	1285.5556	22.8889	2.1111	51.1111	0	3166.6667	977.7778	90	227.7778	366.6667	14.4444	.7	3.2222	3888.8889	.6667	0	0	0	.2333	.1333	8.7778	0	1.1111	.4444	0	74.4444	.8889	7.7778	.2667	.2	.0556	.7889	0	0	0	0	0	0	0	0	10.2222	0	0	0	0	0	14.4	0	0	3.66
154	1R	PAPADUMS FRIED I	100	1	Grams	1	200	1.55	0	33.22	8.59	510.74	2128.16	14.87	36.3	33.22	0	2059.03	636.6	58.5	148.05	238.33	9.45	.45	2.09	2537.57	13.73	236.25	175	.66	.15	.08	5.7	0	1.87	.28	0	48.38	.57	5.05	23.27	7.45	.34	.96	1.54	98	0	0	0	0	0	0	6.64	0	175	0	0	0	9.43	0	0	2.38
155	1R	PAPADUMS FRIED I	100	1	Grams	1	200	1.51	0	33.22	8.59	509.69	2122.91	14.87	36.16	33.22	0	2058.68	635.9	58.5	148.05	238.33	9.38	.5	2.09	2527.77	4.28	0	0	0	.15	.08	5.7	0	4.32	.28	0	48.38	.57	5.05	16.2	12.17	.1	3.52	.35	0	0	0	0	0	0	0	6.64	0	0	0	0	0	9.36	0	0	2.38
157	2R	ROLLS HAMBURGER	100	1	GRAMS	1	160	32.9	2.2	46.6	4	264	1121	9.1	5	48.8	0	550	110	130	31	150	2.3	.13	.7	890	19	0	0	0	.23	.1	3.4	0	0	.1	0	48	.3	1	1.53	1.56	.08	1.39	.18	0	1.7	.5	0	0	0	0	1.5	.46	0	0	0	0	2.3	0	2.2	1.59
158	2R	ROLLS WHITE CRUS	100	1	GRAMS	1	160	26.4	2.2	55.4	4.3	280	1192	10.9	2.3	57.6	0	640	130	140	34	120	2.1	.19	.9	1180	19	0	0	0	.26	.05	4.3	0	0	0	0	32	.3	1	.69	.51	.05	.83	.06	0	1.7	.5	0	0	0	0	1.5	.58	0	0	0	0	2.1	0	2.2	1.91
159	2R	ROLLS WHITE SOFT	100	1	GRAMS	1	160	32.7	2.2	49.4	3.9	268	1137	9.2	4.2	51.6	0	560	120	120	26	100	2.2	.13	.7	930	19	0	0	0	.28	.04	3.8	0	0	0	0	24	.3	1	1.44	1.32	.07	.9	.15	0	1.7	.5	0	0	0	0	1.5	.46	0	0	0	0	2.2	0	2.2	1.61
160	2R	ROLLS WHITE STAR	100	1	GRAMS	1	160	8.5	1.6	44.1	2	384	1631	44	4.1	45.7	0	650	130	47	63	190	4	.52	.9	980	19	0	0	0	.26	.05	9	0	0	0	0	32	.3	1	1.23	.91	.09	1.48	.11	0	1.2	.4	0	0	0	0	.8	.58	0	0	0	0	4	0	1.6	7.71
161	3R	ROLLS WHOLEMEAL	100	1	GRAMS	1	160	31.2	1.5	46.8	8.8	241	1025	9	2.9	48.3	0	460	230	55	69	170	3.5	.25	1.6	850	0	0	0	0	.3	.09	5.9	0	.2	.1	0	62	.6	6	.93	.9	.05	.76	.1	0	1.2	.3	0	0	0	0	5.9	1.6	0	0	0	0	3.5	0	1.5	1.54
162	4R	BREAD VITBE FRIE	100	1	Grams	1	160	26.39	1.7	28.88	4.06	427.8	1780.6	6.67	31.84	30.58	0	401	132	84.4	38.6	125	1.91	.13	1.23	651	15.3	0	0	0	.28	.07	3.31	0	7	.11	0	41.7	.27	2.2	3.2	14.99	2.44	9.33	.38	0	1.31	.39	0	0	0	0	2.51	1.17	0	0	0	0	1.91	0	1.7	1.17
163	4R	BREAD VITBE FRIE	100	1	Grams	1	160	26.69	1.7	28.88	4.06	425.4	1770.7	6.67	31.57	30.58	0	402.5	133.2	84.7	38.6	128.9	1.97	.16	1.23	651.6	13.8	0	0	0	.28	.07	3.31	0	.43	.11	0	41.7	.27	2.2	16.23	12.11	.27	1.23	.05	18	1.31	.39	0	0	0	0	2.51	1.17	0	0	0	0	1.97	0	1.7	1.17
164	4R	BREAD VITBE FRIE	100	1	Grams	1	160	26.69	1.7	28.88	4.06	425.4	1770.7	6.67	31.57	30.58	0	401.6	132.3	84.7	38.9	125.9	1.94	.14	1.23	652.2	13.8	0	0	0	.28	.07	3.31	0	1	.11	0	41.7	.27	2.2	12.62	13.46	.25	3.18	.05	21	1.31	.39	0	0	0	0	2.51	1.17	0	0	0	0	1.94	0	1.7	1.17
165	4R	VITBE,HOVIS FRIE	100	1	Grams	1	160	26.67	1.58	28.81	3.99	424.9	1772.2	6.68	31.73	30.39	0	406.3	135.5	82.3	39	127	2.07	.14	1.27	646	15.3	0	0	0	.34	.07	3.55	0	10.96	.1	0	40.3	.27	2.2	4.27	7.4	.72	17.57	.04	0	1.22	.36	0	0	0	0	2.51	1.19	0	0	0	0	2.07	0	1.58	1.17
166	8R	CROISSANTS PLAIN	100	1	Grams	1	140	31.26	1.18	37.24	2.47	362.31	1516.08	8.32	20.57	38.43	0	390.09	143.87	80.05	24.75	125.34	1.95	.26	.88	631.11	15.86	21.21	0	.19	.21	.17	3.06	0	1.1	.12	.26	135.65	.6	8.98	8.37	6.7	.04	1.67	2.37	99.62	.3	.44	.25	.18	0	0	2.17	.35	0	0	0	0	1.95	.29	.89	1.41
167	8R	WHOLE MEAL MALT	100	1	GRAMS	1	100	25.8	26.1	30.7	7.4	268	1139	8.3	2.4	56.8	0	280	280	110	45	160	2.8	.26	1.1	260	27	0	0	0	.45	.13	4.5	0	0	.1	0	30	.3	1	.59	.32	.06	.87	.03	1	6.1	.3	5.8	.4	13.5	0	5.8	.8	0	0	0	0	2.8	18.2	7.9	1.42
